FeatureID,FeatureName,Cluster 09 Average,Cluster 09 Log2 Fold Change,Cluster 09 P-Value
ENSGACG00000007967,PCLAF,1.3011606916021168,3.999761210246634,3.5938241798055915e-23
ENSGACG00000007379,stmn1b,9.81759138192876,3.6900253623614407,1.548805950334177e-19
ENSGACG00000016770,dut,1.6587261637184252,3.2244832793155362,9.722187015736031e-14
ENSGACG00000003290,ube2c,1.1966052433199226,3.2467210743246344,1.0793528291081014e-13
ENSGACG00000016482,hmgb2a,10.756466265149008,3.053119279795843,4.791304944470802e-12
ENSGACG00000007536,ENSGACG00000007536,4.380236037628095,2.971018416859076,3.2742709727524485e-11
ENSGACG00000004053,ENSGACG00000004053,2.0528742418928374,2.929617016278932,7.972801369904545e-11
ENSGACG00000014618,h2afva,8.500381547023734,2.9156832274116944,9.576559038636633e-11
ENSGACG00000012635,ENSGACG00000012635,3.3755124635032607,2.8261738331858384,5.969481341579438e-10
ENSGACG00000002518,cdk1,1.1680472089132734,2.828546457889247,8.686678024570068e-10
ENSGACG00000004949,ENSGACG00000004949,3.094180422075776,2.771804436259263,1.887076678669969e-09
ENSGACG00000008411,ENSGACG00000008411,4.63796639772777,2.726175471568334,4.194306412819777e-09
ENSGACG00000005726,pcna,2.8527352220922886,2.637794123712152,2.44986846181632e-08
ENSGACG00000004690,si:ch1073-406l10.2,1.8850662876521145,2.5705232291463713,1.0698242652665251e-07
ENSGACG00000006925,kpna2,1.6396088018428996,2.560492803178664,1.550694603926909e-07
ENSGACG00000003471,tubb2b,2.6839832005984534,2.350447214398027,2.3993643964733913e-06
ENSGACG00000000082,ENSGACG00000000082,2.45811511029132,2.318084626944284,3.828073336966145e-06
ENSGACG00000020285,banf1,1.029505339519034,2.1598868548273806,3.218067811148039e-05
ENSGACG00000020414,h2afx,1.1843323690294618,2.1642120291421456,3.358388385906885e-05
ENSGACG00000008983,ENSGACG00000008983,4.577546093528579,2.1462512269472622,3.688008347464031e-05
ENSGACG00000004502,dtymk,1.0767087021746522,2.138409489891799,4.378346923638025e-05
ENSGACG00000020830,ENSGACG00000020830,1.3035208597348977,2.0816725019519846,8.316941545630585e-05
ENSGACG00000015680,swap70a,2.7852344134947544,2.0063130492532584,0.0002008033469759913
ENSGACG00000013328,ALYREF,1.6358325328304502,1.9923642592804964,0.0002331113943041959
ENSGACG00000010920,snrpe,1.2480569086145463,1.929373246936402,0.0004621792614891012
ENSGACG00000005201,SNRPD1,1.8097769242164035,1.9021517760011828,0.0006032544835979109
ENSGACG00000007069,cbx3a,1.1730035619921133,1.885620476258458,0.0007190018805384809
ENSGACG00000005778,dap1b,3.2716650656609003,1.880026615684613,0.0007568535860141795
ENSGACG00000007221,ENSGACG00000007221,1.076236668548096,1.870521009507458,0.0008325135886107592
ENSGACG00000003869,magoh,1.3495441383241256,1.7825754357723143,0.0018910397100550939
ENSGACG00000003641,ahcy,1.8853023044653927,1.7156865729346285,0.003394681660952627
ENSGACG00000012781,ENSGACG00000012781,1.324762372929926,1.6379395679727131,0.006357611688770993
ENSGACG00000000085,rpa3,1.0516909199671745,1.613424181272321,0.007669430952613811
ENSGACG00000001804,zgc:162944,1.3719657355855444,1.5136500320419808,0.01548491613692491
ENSGACG00000006096,DDX39A,1.4793533856270757,1.5049406670765837,0.016278269782843417
ENSGACG00000004060,dynll1,1.8156773445483558,1.4195533341696263,0.027828153612941095
ENSGACG00000003912,sub1b,1.0467345668883345,1.3936250712238158,0.03292811452412411
ENSGACG00000003262,snrpb,1.9841933492289128,1.3878516957139269,0.03385901148010484
ENSGACG00000016474,ENSGACG00000016474,1.0313934740252586,1.3346990050256986,0.046459154648931494
ENSGACG00000001108,ENSGACG00000001108,11.627604322958442,1.3099471039416466,0.05307353835054606
ENSGACG00000020887,cdkn2aipnl,1.0941739463572309,1.3012386147705064,0.05597330745171665
ENSGACG00000017755,ran,2.2428677765817007,1.206341141570904,0.089858228209725
ENSGACG00000005090,ENSGACG00000005090,2.1508212194032454,1.1972155021608428,0.09399193112011921
ENSGACG00000020581,sod1,1.3136695827058558,1.184024649063529,0.10027493455098418
ENSGACG00000016151,psmb1,1.0339896589713176,1.0737536506912702,0.15945350736452565
ENSGACG00000009435,ENSGACG00000009435,1.1607306877016526,1.0621162905765504,0.16712066779707493
ENSGACG00000001066,ENSGACG00000001066,1.891438741610623,1.0192339010173233,0.195807157430457
ENSGACG00000000860,ENSGACG00000000860,14.684730105349557,1.000311087635302,0.20942912446540374
ENSGACG00000017032,cfl1,2.8274814230715326,0.9994147319273645,0.21073167124230527
ENSGACG00000000061,cnbpa,2.98112836851557,0.9131013868141635,0.27261920668893147
ENSGACG00000001147,psmb6,1.198021344199591,0.8964011984079984,0.287505474537358
ENSGACG00000013157,rbm8a,2.2426317597684227,0.8915311680444337,0.2910137492145472
ENSGACG00000000350,ENSGACG00000000350,2.220446179320282,0.8761317373331088,0.3071610590697442
ENSGACG00000019606,mdh1aa,1.2426285219091502,0.8537796724468372,0.3277111252744697
ENSGACG00000020494,cct6a,1.0125121289630112,0.8175655280951818,0.36022641159418634
ENSGACG00000003568,ENSGACG00000003568,1.7970320162993865,0.7450637573553489,0.43468203139582345
ENSGACG00000020617,cct8,1.0082638263240058,0.7421456636256603,0.43835471502714113
ENSGACG00000019847,cct7,1.842583261262058,0.72090235177031,0.4576538702161974
ENSGACG00000009066,tcp1,1.290775951817881,0.7113391684568904,0.46943341803569266
ENSGACG00000014702,COX5A,1.048150667768003,0.7049267124812666,0.4778624221629379
ENSGACG00000017028,ENSGACG00000017028,3.7887779035531985,0.6820716397492146,0.5001518968780018
ENSGACG00000012607,ENSGACG00000012607,1.6705270043823297,0.644829774206529,0.541609566271243
ENSGACG00000000344,ENSGACG00000000344,2.6044455345237365,0.6296787962781083,0.5620638522015775
ENSGACG00000003572,pabpc1a,1.697432921096032,0.621388191800847,0.5719201516244873
ENSGACG00000004038,psma3,1.663682516797265,0.6052559886244732,0.587980566315531
ENSGACG00000012769,ENSGACG00000012769,4.454345316997416,0.6432212406621294,0.5901403280409654
ENSGACG00000002643,cct5,1.3405754994195582,0.5818034498380419,0.617689880017202
ENSGACG00000014681,CCT2,1.4382864601166878,0.5813126540406017,0.618406163807717
ENSGACG00000018016,cd74a,5.384251561313095,0.5691780348059576,0.6336797262254651
ENSGACG00000019739,cct4,1.4793533856270757,0.5366365750237789,0.6694646306402494
ENSGACG00000014885,eif1b,1.001183321925663,0.5354521652189576,0.6711498194064571
ENSGACG00000004803,sf3b6,1.0203006838011883,0.5340427803745516,0.672662869508888
ENSGACG00000020109,atp5f1c,1.3561526090959122,0.5095951845267496,0.7020815499211092
ENSGACG00000015247,nme2a,2.690827688183518,0.5018247622352634,0.7112506110433418
ENSGACG00000010080,cct3,1.2822793465398696,0.46646667843857376,0.7506403460048959
ENSGACG00000010310,ppdpfb,2.7184416553370547,0.4571969087081257,0.7600369543421697
ENSGACG00000020257,ubb,3.4246039606651038,0.4516203661462823,0.7662618702538545
ENSGACG00000009661,NDUFA4,2.143268681378346,0.4242188264044088,0.7999827533928285
ENSGACG00000013304,ENSGACG00000013304,3.4588263985904266,0.41579970486107043,0.81054425806441
ENSGACG00000010801,ENSGACG00000010801,5.069169115586843,0.402918354912311,0.8257175902172857
ENSGACG00000017702,eef1g,7.137856483969313,0.38508897777725926,0.8478273546588324
ENSGACG00000007282,cxcr4a,5.328315576566188,0.3823324850230527,0.8509032205427615
ENSGACG00000001940,RPS20,16.271707157831443,0.38211038451947754,0.8509032205427615
ENSGACG00000015499,rplp2l,7.0576107674547615,0.37624974482603113,0.856438460534316
ENSGACG00000020072,eif4a1b,2.5652667435195733,0.36811679045302625,0.8670574597276126
